order_id,user_id,product_id,order_date,amount
792,780,439,2023-12-10,2005.97
793,242,355,2023-08-17,2385.17
794,755,362,2023-05-06,1106.06
795,191,366,2023-12-26,643.33
796,275,79,2023-05-24,1238.08
797,893,259,2023-04-14,1173.43
798,663,255,2023-03-27,248.04
799,997,45,2023-04-06,191.67
800,27,118,2023-01-31,770.9
801,519,392,2023-12-24,2080.27
802,164,361,2023-03-22,370.81
803,388,40,2023-07-26,1864.03
804,73,494,2023-01-21,951.39
805,257,100,2023-01-08,1694.83
806,891,468,2023-11-12,2280.57
807,602,223,2023-03-04,926.58
808,699,52,2023-03-20,1717.82
809,379,172,2023-12-26,111.65
810,758,285,2023-07-09,723.13
811,237,220,2023-12-16,1470.97
812,521,28,2023-11-30,951.37
813,680,302,2023-03-23,2094.36
814,990,474,2023-06-06,1260.94
815,633,128,2023-01-12,1382.96
816,314,72,2023-01-23,1726.89
817,878,143,2023-07-09,2191.15
818,434,384,2023-08-21,1155.56
819,387,223,2023-08-06,2031.63
820,492,324,2023-09-15,221.75
821,759,231,2023-07-30,1441.93
822,933,395,2023-02-26,614.51
823,989,30,2023-07-12,2400.96
824,270,268,2023-05-06,2447.44
825,722,224,2023-02-08,2133.92
826,505,314,2023-08-24,84.62
827,260,284,2023-06-27,1541.32
828,382,479,2023-09-10,2070.63
829,383,227,2023-06-05,124.27
830,370,352,2023-04-11,1210.78
831,598,108,2023-02-26,293.79
832,651,401,2023-10-02,157.76
833,433,457,2023-08-09,2499.22
834,577,210,2023-02-26,464.58
835,164,92,2023-10-27,1862.77
836,836,1,2023-04-07,442.45
837,61,341,2023-08-31,1592.52
838,94,34,2023-09-09,967.74
839,622,56,2023-01-22,1365.03
840,331,402,2023-10-12,238.08
841,734,48,2023-03-20,1635.51
842,56,11,2023-04-26,1093.75
843,422,165,2023-10-08,2461.88
844,524,34,2023-06-16,1455.77
845,617,383,2023-12-21,785.17
846,96,260,2023-04-02,2158.53
847,629,315,2023-03-22,2065.22
848,532,81,2023-02-03,849.88
849,832,491,2023-03-06,1460.28
850,270,252,2023-03-19,1631.36
851,797,75,2023-09-28,1229.41
852,964,310,2023-01-06,163.03
853,449,375,2023-07-08,208.45
854,486,413,2023-06-27,2496.29
855,128,377,2023-07-10,1608.27
856,463,172,2023-06-12,314.55
857,762,226,2023-08-03,46.88
858,144,389,2023-08-30,965.89
859,530,427,2023-08-01,791.48
860,656,171,2023-03-28,143.17
861,185,344,2023-10-08,1311.22
862,548,301,2023-06-18,2053.98
863,651,88,2023-10-04,129.62
864,387,370,2023-09-19,1575.54
865,540,299,2023-10-29,1624.23
866,854,284,2023-04-20,1541.13
867,826,166,2023-11-25,711.72
868,594,41,2023-01-12,177.51
869,162,137,2023-12-13,1032.46
870,253,144,2023-11-03,2444.56
871,957,195,2023-01-21,430.8
872,744,381,2023-03-12,144.72
873,87,63,2023-11-25,1947.82
874,319,408,2023-08-11,844.87
875,607,256,2023-05-13,1979.82
876,442,78,2023-09-27,2443.68
877,582,147,2023-09-22,2348.3
878,938,269,2023-06-05,143.95
879,704,483,2023-12-24,268.73
880,633,463,2023-03-03,1731.98
881,916,18,2023-02-10,262.68
882,406,365,2023-03-26,1672.53
883,818,133,2023-07-15,2143.46
884,463,178,2023-03-06,2138.06
885,800,77,2023-06-04,243.49
886,982,471,2023-05-11,2070.03
887,198,326,2023-04-28,1644.85
888,233,441,2023-06-07,1118.79
889,676,207,2023-05-12,703.45
890,427,291,2023-12-01,337.42
891,892,317,2023-07-11,533.46
892,11,436,2023-02-13,492.0
893,139,37,2023-11-17,429.75
894,558,61,2023-03-17,160.48
895,492,403,2023-10-06,757.63
896,66,234,2023-12-29,1647.44
897,463,98,2023-10-22,2243.81
898,806,18,2023-07-18,721.15
899,569,486,2023-01-23,2472.55
900,714,278,2023-09-28,457.58
901,119,298,2023-07-24,1943.61
902,970,73,2023-09-17,1221.27
903,360,277,2023-06-17,1911.7
904,640,113,2023-03-12,2382.85
905,554,242,2023-09-06,1723.51
906,363,63,2023-09-11,967.19
907,908,306,2023-05-22,477.82
908,724,407,2023-10-09,2467.5
909,625,467,2023-03-29,534.79
910,310,230,2023-10-06,1670.4
911,207,405,2023-05-25,967.15
912,854,155,2023-01-22,465.44
913,657,463,2023-07-01,404.22
914,902,41,2023-03-11,1693.4
915,970,3,2023-02-18,1263.35
916,136,485,2023-12-16,2488.22
917,895,287,2023-01-31,365.64
918,445,482,2023-06-02,647.77
919,452,194,2023-05-23,1399.69
920,898,331,2023-05-24,158.81
921,370,263,2023-04-13,357.49
922,7,137,2023-09-23,1007.46
923,691,15,2023-12-28,2489.41
924,499,214,2023-02-05,1623.64
925,405,244,2023-09-15,1584.96
926,851,413,2023-12-17,644.2
927,965,400,2023-03-16,759.08
928,750,121,2023-01-19,2261.6
929,760,171,2023-01-20,990.12
930,140,400,2023-08-26,184.37
931,797,463,2023-09-28,340.73
932,330,102,2023-02-16,1023.23
933,538,221,2023-04-22,284.84
934,70,20,2023-01-04,1933.63
935,603,93,2023-10-26,601.95
936,179,471,2023-08-09,2221.37
937,127,64,2023-10-29,1810.2
938,359,24,2023-01-30,1940.21
939,427,40,2023-07-12,2074.72
940,784,402,2023-10-16,1977.94
941,476,232,2023-09-22,1566.46
942,753,270,2023-12-10,696.13
943,913,307,2023-03-06,1711.18
944,680,274,2023-07-11,1722.35
945,759,256,2023-10-01,1600.24
946,469,106,2023-07-13,1883.89
947,589,428,2023-04-30,421.69
948,318,15,2023-11-08,1766.99
949,104,17,2023-06-20,716.9
950,381,470,2023-05-24,878.82
951,148,200,2023-01-15,2264.37
952,427,255,2023-02-14,2314.94
953,363,325,2023-12-25,742.94
954,124,282,2023-10-18,1312.04
955,889,394,2023-11-07,502.61
956,645,199,2023-07-07,113.23
957,147,12,2023-02-15,897.71
958,375,112,2023-07-26,132.96
959,473,471,2023-08-18,2085.5
960,846,242,2023-06-14,904.74
961,585,402,2023-12-05,1998.75
962,536,232,2023-09-14,1829.52
963,726,396,2023-09-25,1057.6
964,893,224,2023-07-21,658.52
965,853,169,2023-11-18,2232.78
966,689,262,2024-01-01,1895.5
967,603,100,2023-07-15,531.38
968,422,207,2023-02-17,543.91
969,8,63,2023-04-16,1357.3
970,145,99,2023-04-23,1418.37
971,139,347,2023-05-10,450.02
972,973,20,2023-04-16,1650.06
973,345,302,2023-05-11,170.21
974,748,321,2023-08-15,2358.21
975,870,386,2023-11-08,1624.1
976,236,150,2023-12-05,1962.83
977,88,415,2023-10-07,2020.25
978,108,135,2023-12-22,865.77
979,288,66,2023-12-02,1686.24
980,633,141,2023-06-17,1171.06
981,611,359,2023-09-02,1744.75
982,373,232,2023-11-18,747.71
983,331,446,2023-07-19,690.7
984,167,476,2023-12-18,2163.03
985,254,254,2023-11-01,1194.76
986,157,114,2023-12-25,1275.03
987,243,445,2023-09-14,189.31
988,382,253,2023-07-04,928.32
989,945,306,2023-02-25,1436.78
990,181,350,2023-07-21,2285.84
991,188,258,2023-03-05,1772.02
992,608,406,2023-06-21,1497.96
993,36,389,2023-05-08,1488.61
994,310,416,2023-12-28,1664.41
995,149,412,2023-01-10,1264.34
996,319,116,2023-01-06,1152.28
997,719,288,2023-07-06,446.39
998,26,206,2023-11-13,759.72
999,889,368,2023-05-05,49.12
1000,14,62,2023-03-16,1262.01
1001,840,54,2023-04-27,1599.84
1002,149,93,2023-08-06,136.61
1003,131,310,2023-05-28,2143.19
1004,545,317,2023-04-26,1430.89
1005,608,43,2023-05-12,326.42
1006,390,162,2023-02-14,1137.11
1007,95,291,2023-01-04,356.08
1008,606,297,2023-09-20,1862.46
1009,790,113,2023-09-03,1036.35
1010,262,322,2023-06-23,1383.35
1011,200,128,2023-04-01,17.71
1012,107,1,2023-08-24,120.95
1013,377,191,2023-10-28,130.75
1014,434,199,2023-11-26,2007.06
1015,785,393,2023-04-25,484.05
1016,252,96,2023-03-18,2086.44
1017,177,108,2023-08-12,1337.41
1018,153,420,2023-09-26,1675.54
1019,399,229,2023-10-07,1963.92
1020,252,414,2023-02-07,2150.81
1021,727,160,2023-10-06,1386.13
1022,929,36,2023-02-01,1442.38
1023,576,447,2023-07-30,2484.22
1024,332,490,2023-12-20,1420.63
1025,38,456,2023-12-26,1366.12
1026,199,45,2023-07-30,1697.25
1027,844,206,2023-11-09,745.61
1028,976,433,2023-03-30,790.37
1029,894,12,2023-08-24,1238.93
1030,442,407,2023-08-23,450.57
1031,376,492,2023-08-15,1505.52
1032,188,418,2023-02-06,1760.11
1033,266,223,2023-02-02,1399.03
1034,433,208,2023-04-29,57.59
1035,518,294,2023-09-18,1498.07
1036,323,263,2023-11-05,1234.27
1037,954,365,2023-07-12,2167.84
1038,710,178,2023-05-12,2170.33
1039,447,97,2023-12-22,618.11
1040,888,418,2023-06-22,1081.03
1041,713,465,2023-10-01,633.97
1042,92,330,2023-07-16,917.49
1043,162,57,2023-08-17,1361.53
1044,101,22,2023-03-01,1566.0
1045,436,25,2023-03-19,328.66
1046,96,102,2023-02-22,1527.21
1047,122,152,2023-05-13,1718.87
1048,333,252,2023-01-22,699.51
1049,876,299,2023-06-07,237.95
1050,400,426,2023-05-23,123.49
1051,181,485,2023-11-08,459.77
1052,317,314,2023-06-21,1134.6
1053,394,436,2023-12-29,2106.56
1054,570,341,2023-09-20,1035.22
1055,525,486,2023-09-09,804.53
1056,441,402,2023-05-20,577.51
1057,496,498,2023-02-02,1540.17
1058,123,233,2023-11-14,1536.62
1059,75,403,2023-07-25,1673.16
1060,833,245,2023-01-05,1686.14
1061,9,37,2023-04-13,2105.82
1062,187,180,2023-11-21,1920.13
1063,809,50,2023-05-30,495.49
1064,348,274,2023-10-24,1194.38
1065,399,405,2023-10-08,559.37
1066,976,434,2023-08-20,1838.46
1067,764,36,2023-10-12,2281.48
1068,97,201,2023-08-15,2288.86
1069,996,178,2023-04-08,2318.91
1070,492,480,2023-02-22,2173.45
1071,500,323,2023-07-24,539.7
1072,777,338,2023-08-17,1361.04
1073,391,184,2023-11-22,585.32
1074,192,450,2023-02-03,412.11
1075,418,167,2023-02-06,1026.03
1076,785,250,2023-10-27,645.58
1077,497,287,2023-10-06,727.97
1078,853,46,2023-08-09,1476.96
1079,952,259,2023-12-21,152.49
1080,760,239,2023-10-16,1971.79
1081,69,83,2023-11-27,745.57
1082,43,467,2023-09-29,1529.51
1083,555,82,2023-07-22,1393.31
1084,456,285,2023-09-02,1454.23
1085,130,114,2023-05-14,876.42
1086,40,496,2023-06-03,739.47
1087,837,81,2023-02-11,356.43
1088,774,300,2023-08-10,658.31
1089,30,98,2023-09-08,1284.66
1090,818,359,2023-07-17,2109.01
1091,263,430,2023-01-17,714.34
1092,560,264,2023-05-18,1462.32
1093,723,286,2023-08-08,182.98
1094,992,28,2023-05-28,703.09
1095,802,434,2023-06-09,627.46
1096,632,379,2023-10-25,1902.48
1097,244,163,2023-12-30,1995.02
1098,194,481,2023-05-30,648.26
1099,225,231,2023-09-13,483.94
1100,726,239,2023-08-03,775.45
1101,690,242,2023-01-22,41.18
1102,592,297,2023-06-06,1248.9
1103,980,73,2023-05-31,490.16
1104,797,70,2023-05-30,526.49
1105,779,215,2023-03-10,1319.08
1106,770,408,2023-06-24,275.07
1107,743,186,2023-08-26,2183.71
1108,159,144,2023-04-18,1491.39
1109,262,478,2023-03-24,2361.53
1110,970,266,2023-04-06,933.49
1111,930,266,2023-07-19,484.07
1112,565,410,2023-08-02,2332.44
1113,967,437,2023-04-03,2366.65
1114,148,410,2023-10-10,1064.74
1115,490,317,2023-08-19,187.1
1116,583,426,2023-06-12,621.14
1117,519,338,2023-06-07,675.44
1118,955,461,2023-06-17,1755.13
1119,350,65,2023-12-26,2153.29
1120,710,266,2023-03-21,1001.51
1121,733,352,2023-02-17,2427.31
1122,648,420,2023-03-09,2355.04
1123,651,4,2023-06-25,1855.02
1124,714,338,2023-01-26,246.51
1125,318,414,2023-08-25,222.51
1126,213,400,2023-07-08,516.6
1127,156,398,2023-08-09,1721.01
1128,530,76,2023-10-03,916.55
1129,466,494,2023-06-30,1235.78
1130,920,236,2023-03-07,2072.1
1131,387,396,2023-01-07,119.24
1132,836,75,2023-10-03,378.19
1133,603,112,2023-11-10,2474.99
1134,40,444,2023-05-13,1187.65
1135,471,315,2023-08-23,1248.8
1136,981,155,2023-02-04,1780.69
1137,893,440,2023-02-10,1326.6
1138,44,323,2023-12-31,699.67
1139,849,38,2023-05-27,245.18
1140,605,250,2023-11-06,198.97
1141,532,219,2023-11-11,1251.84
1142,154,106,2023-10-01,2178.12
1143,688,368,2023-12-03,206.93
1144,518,4,2023-03-04,487.63
1145,374,280,2023-04-13,1198.2
1146,731,272,2023-05-03,1695.35
1147,640,130,2023-11-05,252.27
1148,195,462,2023-07-13,1739.32
1149,764,45,2023-02-20,40.39
1150,749,259,2023-10-19,1480.21
1151,645,243,2023-12-31,1967.09
1152,448,259,2023-05-04,1192.75
1153,522,483,2023-05-27,1095.85
1154,283,173,2024-01-01,663.68
1155,517,190,2023-02-04,1872.06
1156,583,79,2023-03-31,1695.69
1157,827,314,2023-02-20,750.57
1158,833,249,2023-05-18,2369.01
1159,542,421,2023-02-16,1417.6
1160,550,35,2023-08-30,1201.13
1161,864,277,2023-07-12,1692.66
1162,100,311,2023-07-05,1253.94
1163,604,37,2023-11-28,818.7
1164,747,79,2023-08-02,557.34
1165,269,439,2023-01-08,1254.91
1166,773,487,2023-12-29,429.92
1167,802,372,2023-03-01,1890.8
1168,750,107,2023-08-16,1200.62
1169,493,156,2023-08-19,1779.3
1170,674,129,2023-10-19,2252.38
1171,118,339,2023-12-03,2345.43
1172,400,76,2023-03-09,1660.69
1173,470,408,2023-09-08,1089.67
1174,237,312,2023-11-03,2188.66
1175,77,483,2023-12-05,123.83
1176,130,374,2023-09-30,2213.38
1177,511,356,2023-02-19,2432.12
1178,763,223,2023-11-11,339.59
1179,39,398,2023-07-26,2499.84
1180,857,102,2023-11-13,367.38
1181,856,437,2023-08-25,1205.7
1182,991,95,2023-09-28,2022.13
1183,384,206,2023-10-10,2443.75
1184,656,488,2023-04-30,298.31
1185,640,424,2023-08-17,1322.48
1186,341,171,2023-09-29,370.22
1187,652,331,2023-06-17,1404.61
1188,463,415,2023-01-10,136.03
1189,342,199,2023-01-12,442.95
1190,953,246,2023-06-10,1132.45
1191,656,141,2023-07-25,1327.6
1192,671,266,2023-12-22,1563.07
1193,551,167,2023-11-03,1729.31
1194,668,464,2023-10-27,1707.51
1195,591,468,2023-03-17,1719.09
1196,924,477,2023-06-01,611.45
1197,116,32,2023-01-25,965.69
1198,654,462,2023-12-27,156.43
1199,255,310,2023-12-05,2123.93
1200,27,413,2023-06-21,266.91
1201,288,127,2023-06-01,1039.4
1202,730,166,2023-02-04,822.38
1203,364,313,2023-11-07,2411.83
1204,53,364,2023-07-15,385.34
1205,612,232,2023-09-15,2333.96
1206,348,62,2023-05-01,1550.54
1207,51,153,2023-10-08,463.12
1208,904,33,2023-12-24,1393.61
1209,218,499,2023-04-06,871.77
1210,976,1,2023-04-02,919.28
1211,559,263,2023-01-04,894.9
1212,790,49,2023-09-08,2091.23
1213,111,35,2023-05-29,721.67
1214,571,218,2023-04-03,2310.44
1215,902,54,2023-10-13,563.34
1216,551,268,2023-10-21,2314.99
1217,709,239,2023-01-05,873.43
1218,463,473,2023-02-09,42.57
1219,232,200,2023-09-08,455.72
1220,278,36,2023-05-16,742.85
1221,13,208,2023-09-13,419.36
1222,47,281,2023-06-14,1721.46
1223,877,100,2023-03-02,1935.89
1224,24,239,2023-07-25,1050.04
1225,161,167,2023-12-29,1371.66
1226,154,193,2023-03-27,921.91
1227,638,209,2023-06-02,2138.78
1228,972,260,2023-01-13,12.66
1229,378,158,2023-09-02,1473.56
1230,39,148,2023-07-04,1978.93
1231,427,448,2023-05-04,2017.89
1232,292,443,2023-04-30,1662.74
1233,990,431,2023-04-27,2447.68
1234,857,241,2023-07-15,630.01
1235,983,217,2023-04-04,148.26
1236,721,227,2023-03-17,1171.87
1237,213,116,2023-09-09,2237.35
1238,633,228,2023-06-10,606.8
1239,969,140,2023-07-20,889.57
1240,708,478,2023-05-26,37.83
1241,773,111,2023-12-07,1974.63
1242,345,188,2023-07-15,219.22
1243,171,48,2023-02-21,379.49
1244,317,320,2023-10-29,2226.32
1245,409,291,2023-08-18,2231.22
1246,235,458,2023-03-24,1362.54
1247,984,9,2023-06-14,943.26
1248,970,67,2023-06-11,1839.85
1249,162,176,2023-06-04,622.52
1250,28,5,2023-09-27,784.87
1251,217,231,2023-11-09,1748.93
1252,211,45,2023-08-15,1231.0
1253,43,329,2023-12-25,1258.55
1254,949,489,2023-02-06,1489.63
1255,981,128,2023-07-02,1474.18
1256,527,288,2023-12-05,1517.58
1257,818,162,2023-01-05,1385.09
1258,978,266,2023-01-21,1046.82
1259,448,296,2023-01-30,1852.36
1260,279,210,2023-07-18,2377.09
1261,396,463,2023-05-18,809.53
1262,543,91,2023-08-19,2070.1
1263,182,323,2023-02-08,853.08
1264,25,144,2023-10-23,980.47
1265,525,32,2023-08-31,2106.5
1266,121,63,2023-03-01,2096.67
1267,149,296,2023-10-22,218.95
1268,975,154,2023-06-30,830.39
1269,737,174,2023-12-18,1716.19
1270,78,189,2023-09-22,77.01
1271,741,80,2023-02-11,1090.62
1272,677,109,2023-10-03,1512.96
1273,418,118,2023-05-30,1159.26
1274,231,282,2023-11-24,870.0
1275,903,442,2023-06-10,1615.65
1276,393,70,2023-12-22,1297.29
1277,810,290,2023-08-09,2364.3
1278,16,229,2023-02-27,1895.73
1279,255,295,2023-06-20,2119.35
1280,23,357,2023-03-24,1931.15
1281,367,92,2023-07-29,990.08
1282,128,65,2023-01-11,641.47
1283,563,454,2023-06-02,1462.81
1284,477,113,2023-07-20,737.5
1285,668,346,2023-04-12,188.82
1286,212,464,2023-09-18,314.96
1287,147,336,2023-03-09,561.54
1288,225,93,2023-10-01,2452.25
1289,3,376,2023-07-06,360.01
1290,189,146,2023-11-27,2369.34
1291,520,58,2023-12-12,902.16
1292,293,111,2023-10-15,2370.95
1293,783,162,2023-04-28,906.29
1294,835,210,2023-08-09,254.78
1295,270,256,2023-01-14,330.4
1296,118,291,2023-04-18,1889.62
1297,560,436,2023-06-06,1831.22
1298,244,444,2023-10-22,227.25
1299,688,187,2023-03-30,36.79
1300,681,91,2023-07-29,370.7
1301,954,486,2023-10-15,1849.28
1302,143,478,2023-01-09,698.96
1303,955,111,2023-11-14,568.61
1304,504,349,2023-08-21,1856.18
1305,415,476,2023-09-09,2475.77
1306,352,258,2023-07-05,2396.55
1307,112,204,2023-09-09,1529.21
1308,541,339,2023-06-11,1892.06
1309,965,343,2023-10-13,1099.76
1310,183,266,2023-12-27,1687.7
1311,436,246,2023-08-06,1038.31
1312,878,431,2023-09-05,2270.84
1313,802,135,2023-07-03,1539.0
1314,868,460,2023-09-23,204.01
1315,269,7,2023-01-09,1088.92
1316,691,300,2023-07-23,141.34
1317,23,322,2023-07-24,476.66
1318,593,487,2023-05-23,2370.31
1319,973,232,2023-03-16,486.43
1320,569,124,2023-02-23,2449.88
1321,409,476,2023-12-03,281.88
1322,172,312,2023-03-03,2073.9
1323,332,98,2023-11-07,2283.7
1324,353,286,2023-06-27,1497.39
1325,775,365,2023-12-27,1075.37
1326,505,182,2023-07-22,1832.88
1327,9,424,2023-01-11,1654.41
1328,495,198,2023-12-17,2373.84
1329,753,405,2023-08-01,1348.1
1330,793,320,2023-10-31,374.65
1331,160,251,2023-06-24,1474.1
1332,443,131,2023-06-14,1888.76
1333,546,468,2023-09-15,404.44
1334,584,492,2023-02-17,2292.51
1335,244,224,2023-05-02,767.2
1336,585,177,2023-08-03,2160.65
1337,972,59,2023-10-15,1711.53
1338,280,371,2023-03-11,99.44
1339,87,98,2023-10-28,2225.12
1340,258,438,2023-09-10,2076.44
1341,799,234,2023-05-28,2009.73
1342,318,100,2023-08-28,2142.0
1343,554,304,2023-07-23,1318.57
1344,254,257,2023-09-15,415.79
1345,445,66,2023-06-03,424.6
1346,848,374,2023-09-23,52.72
1347,984,102,2023-02-01,710.07
1348,37,191,2023-09-27,495.3
1349,481,404,2023-08-01,2036.48
1350,938,351,2023-11-14,2039.9
1351,825,26,2023-08-15,2156.34
1352,76,125,2023-12-08,1526.8
1353,818,407,2023-01-23,1884.18
1354,693,406,2023-08-10,1513.35
1355,131,209,2023-10-21,1424.87
1356,416,197,2023-01-18,452.05
1357,174,329,2023-05-29,2120.72
1358,23,8,2023-06-15,1964.88
1359,797,385,2023-09-04,1220.91
1360,128,430,2023-08-27,2033.98
1361,52,418,2023-07-15,1706.43
1362,667,260,2023-07-06,234.93
1363,220,74,2023-12-09,1267.25
1364,830,58,2023-11-23,474.62
1365,170,445,2023-12-28,1060.92
1366,11,56,2023-04-24,274.55
1367,591,21,2023-09-18,568.4
1368,948,323,2023-01-30,771.11
1369,113,342,2023-07-07,998.46
1370,206,221,2023-04-23,2081.68
1371,771,80,2023-09-01,2263.14
1372,53,496,2023-03-12,1098.8
1373,800,248,2023-09-10,791.53
1374,768,397,2023-02-03,499.63
1375,279,171,2023-10-26,1342.57
1376,715,221,2023-05-30,549.39
1377,39,446,2023-03-16,579.09
1378,593,241,2023-04-24,822.69
1379,654,398,2023-05-05,2214.14
1380,397,55,2023-09-02,851.48
1381,281,45,2023-11-08,1673.59
1382,284,461,2023-04-02,1272.43
1383,486,349,2023-10-11,302.59
1384,471,149,2023-11-20,1764.49
1385,703,178,2023-04-24,1906.98
1386,170,436,2023-01-22,2198.85
1387,510,469,2023-02-27,1418.01
1388,170,496,2023-07-26,855.91
1389,14,26,2023-03-04,1200.49
1390,829,393,2023-09-12,128.75
1391,723,486,2023-04-02,1150.24
1392,501,232,2023-08-28,1296.68
1393,651,295,2023-10-10,1437.96
1394,280,101,2023-04-11,2325.53
1395,733,212,2023-09-19,1177.57
1396,428,216,2023-11-27,184.52
1397,747,139,2023-08-30,1935.78
1398,862,479,2023-09-28,326.61
1399,325,388,2023-10-11,256.12
1400,158,27,2023-08-31,485.78
1401,209,286,2023-03-16,267.56
1402,43,19,2023-11-03,803.32
1403,439,31,2023-08-29,477.86
1404,530,312,2023-09-10,1105.48
1405,572,190,2023-08-26,1039.26
1406,268,403,2023-08-10,998.59
1407,831,246,2023-12-02,154.78
1408,494,147,2023-02-17,1269.89
1409,165,198,2023-09-06,611.28
1410,455,340,2023-04-10,1318.11
1411,116,60,2023-06-16,415.79
1412,711,406,2023-10-06,400.72
1413,412,424,2023-01-07,1014.01
1414,651,393,2023-12-08,1922.09
1415,199,317,2023-12-03,158.18
1416,681,36,2023-12-03,1943.42
1417,215,101,2023-09-29,1338.29
1418,107,371,2023-05-18,379.03
1419,461,16,2023-11-07,1624.88
1420,643,91,2023-04-28,1680.02
1421,317,211,2023-07-21,1389.77
1422,297,125,2023-09-13,1872.83
1423,788,145,2023-03-10,1454.98
1424,423,477,2023-11-12,66.1
1425,815,294,2023-06-04,2303.02
1426,639,248,2023-12-28,35.15
1427,831,191,2023-03-31,1451.83
1428,383,113,2023-03-25,1587.9
1429,609,424,2023-11-29,2247.82
1430,319,467,2023-06-24,2451.56
1431,464,156,2023-09-25,1689.7
1432,888,77,2023-01-31,2249.64
1433,814,283,2023-08-15,1786.33
1434,480,276,2023-08-07,2425.22
1435,557,395,2023-12-28,188.61
1436,491,444,2023-01-04,1801.6
1437,481,97,2023-06-13,818.4
1438,835,450,2023-01-17,1590.98
1439,686,285,2023-02-03,411.86
1440,654,154,2023-03-25,1280.57
1441,172,200,2023-01-07,2132.39
1442,673,434,2023-08-16,912.97
1443,864,36,2023-03-14,2399.15
1444,675,346,2023-07-12,109.49
1445,530,261,2023-04-30,851.77
1446,53,482,2023-10-22,1441.75
1447,793,238,2023-01-11,1334.08
1448,5,456,2023-12-04,317.98
1449,457,53,2023-05-07,1204.62
1450,348,349,2023-10-31,2435.13
1451,335,78,2023-09-17,1219.29
1452,749,166,2023-09-18,1381.07
1453,270,115,2023-03-29,847.15
1454,158,349,2023-01-30,1665.78
1455,792,141,2023-06-01,2176.51
1456,204,332,2023-03-15,1302.3
1457,298,257,2023-11-23,1023.5
1458,335,66,2023-05-16,1553.73
1459,526,368,2023-06-14,455.75
1460,310,469,2023-07-14,1624.59
1461,562,491,2023-04-18,744.27
1462,891,52,2023-09-24,2397.25
1463,663,194,2023-09-12,435.83
1464,154,280,2023-04-13,179.59
1465,296,424,2023-05-23,661.22
1466,958,88,2023-11-06,671.03
1467,101,274,2023-06-01,1957.61
1468,508,144,2023-04-25,1123.96
1469,542,470,2023-04-15,196.28
1470,486,80,2023-05-06,922.99
1471,829,289,2023-10-30,1163.65
1472,14,345,2023-12-04,1037.25
1473,270,349,2023-04-30,1990.49
1474,649,162,2023-12-26,580.26
1475,296,315,2023-01-22,1102.04
1476,908,102,2023-05-09,1754.04
1477,876,197,2023-03-28,1041.87
1478,9,24,2023-09-04,419.13
1479,256,105,2023-03-23,1526.46
1480,916,290,2023-01-09,601.26
1481,445,239,2023-06-29,1402.39
1482,319,488,2023-03-30,2335.32
1483,760,38,2023-04-27,52.29
1484,851,73,2023-08-11,645.21
1485,376,219,2023-06-24,2002.14
1486,282,344,2023-07-24,2313.06
1487,671,222,2023-09-12,2460.67
1488,667,228,2023-05-26,353.36
1489,722,330,2023-08-08,1825.73
1490,906,143,2023-06-30,2031.42
1491,898,427,2023-06-12,944.08
1492,852,203,2023-02-08,1168.18
1493,678,263,2023-10-15,1313.67
1494,399,161,2023-03-04,1150.23
1495,907,40,2023-01-23,1397.35
1496,443,117,2023-10-27,2494.53
1497,928,142,2023-11-20,1171.67
1498,663,416,2023-10-11,151.57
1499,40,365,2023-07-23,2073.41
1500,82,250,2023-07-04,1761.99
1501,194,246,2023-08-09,357.16
1502,758,420,2023-04-02,485.54
1503,367,36,2023-09-07,816.15
1504,456,322,2023-09-03,1391.66
1505,896,195,2023-02-04,1371.32
1506,927,136,2023-02-07,1772.9
1507,552,360,2023-10-03,2467.85
1508,249,134,2023-05-09,297.91
1509,218,377,2023-01-14,1583.67
1510,336,104,2023-04-22,1561.28
1511,154,192,2023-03-13,1875.1
1512,483,466,2023-12-04,2421.09
1513,19,195,2023-04-16,112.42
1514,898,262,2023-07-20,1876.28
1515,370,228,2023-05-21,626.1
1516,682,196,2023-04-27,1895.21
1517,194,120,2023-08-19,654.46
1518,937,442,2023-06-12,1077.39
1519,26,141,2023-12-14,442.51
1520,795,232,2023-06-16,363.4
1521,686,328,2023-06-29,187.95
1522,110,354,2023-09-24,2351.11
1523,701,286,2023-03-30,680.06
1524,921,34,2023-08-07,2369.33
1525,761,61,2023-06-09,1325.22
1526,595,492,2023-11-14,1313.21
1527,7,285,2023-01-22,672.06
1528,543,434,2023-07-09,66.61
1529,933,303,2023-04-22,1626.79
1530,25,99,2023-04-25,1272.68
1531,814,321,2023-12-08,1468.58
1532,783,327,2023-11-29,1731.64
1533,265,317,2023-03-11,1945.17
1534,374,408,2023-04-23,293.8
1535,818,137,2023-10-16,2064.17
1536,819,235,2023-05-16,1139.06
1537,246,445,2023-03-15,246.71
1538,543,462,2023-02-19,2240.0
1539,312,391,2023-05-31,1696.8
1540,425,296,2023-11-15,1610.6
1541,200,281,2023-08-02,1463.98
1542,25,14,2023-06-28,1066.09
1543,745,34,2023-01-17,456.85
1544,249,349,2023-12-21,1153.1
1545,390,281,2023-04-28,1666.33
1546,451,47,2023-10-03,1929.49
1547,75,63,2023-01-30,811.03
1548,114,165,2023-01-16,1941.52
1549,525,379,2023-07-26,349.62
1550,56,62,2023-04-29,1940.37
1551,880,210,2023-04-28,1739.31
1552,266,131,2023-08-08,640.06
1553,35,168,2023-12-04,979.03
